article_number,product_description,category,location,unit,supplier,stock,safety_stock,product_name
65050000,Tubolit insulation 2m for pipe 54x13mm,Insulation,Warehouse,Meter,VEN01111 Debe Flow Group AB,100,20,Tubolit insulation 2m for pipe 54x13mm
65090000,Tubolit insulation 2m for pipe 89x13mm,Insulation,Warehouse,Meter,VEN01111 Debe Flow Group AB,100,20,Tubolit insulation 2m for pipe 89x13mm
65110000,Tubolit insulation 2m for pipe 114x13mm,Insulation,Warehouse,Meter,VEN01111 Debe Flow Group AB,100,20,Tubolit insulation 2m for pipe 114x13mm
70001000,"Airhose 2"" AtlasCopco",Drilling equipment,Warehouse,Meter,VEN01001 OSLO TRYKKLUFT AS,100,20,"Airhose 2"" AtlasCopco"
70002000,Aluminium sulphate,Drilling equipment,Warehouse,Kilogram,,100,20,Aluminium sulphate
70003001,Leca cement bag,Drilling equipment,Warehouse,PC,VEN03665 Hydrobar Sweden AB (VEN to AS),100,20,Leca cement bag
70003002,Leca plug,Drilling equipment,Warehouse,PC,VEN03665 Hydrobar Sweden AB (VEN to AS),100,20,Leca plug
70003003,Casing sealant patron,Drilling equipment,Warehouse,PC,,100,20,Casing sealant patron
71000010,"Drill bit 105mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 105mm for 4"" hammer"
71000020,"Drill bit 110mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 110mm for 4"" hammer"
71000030,"Drill bit 115mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 115mm for 4"" hammer"
71000040,"Drill bit 125mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 125mm for 4"" hammer"
71000050,"Drill bit 130mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 130mm for 4"" hammer"
71000060,"Drill bit 135mm for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 135mm for 4"" hammer"
71000070,"Drill bit 140mm for 5"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit 140mm for 5"" hammer"
71000001,"Drill bit special for 4"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit special for 4"" hammer"
71000002,"Drill bit special for 5"" hammer",Drilling equipment,Warehouse,PC,VEN00991 EPIROC NORGE AS,100,20,"Drill bit special for 5"" hammer"
72000010,Drill rod 3m eX-FLOW,Drilling equipment,Warehouse,PC,,100,20,Drill rod 3m eX-FLOW
72000020,Drill rod 3m regular,Drilling equipment,Warehouse,PC,,100,20,Drill rod 3m regular
72000030,Drill rod 6m,Drilling equipment,Warehouse,PC,,100,20,Drill rod 6m
70004000,Drilling rubber 210/50mm,Drilling equipment,Warehouse,PC,VEN01390 PIREX Vattenskärning AB (Rototec AS),100,20,Drilling rubber 210/50mm
73000010,"Hammer 4"" MP40-MQ",Drilling equipment,Warehouse,PC,VEN00996 MINCON NORDIC OY (Rototec AS),100,20,"Hammer 4"" MP40-MQ"
75000011,Ring bit 140mm,Drilling equipment,Warehouse,PC,VEN00996 MINCON NORDIC OY (Rototec AS),100,20,Ring bit 140mm
76000011,"Steel pipe 139,7x4,0mm/3m",Drilling equipment,Warehouse,PC,VEN00942 BRØDRENE DAHL AS,100,20,"Steel pipe 139,7x4,0mm/3m"
76000012,"Steel pipe 139,7x4,5mm/3m",Drilling equipment,Warehouse,PC,VEN00942 BRØDRENE DAHL AS,100,20,"Steel pipe 139,7x4,5mm/3m"
76000013,"Steel pipe 139,7x5mm/3m",Drilling equipment,Warehouse,PC,VEN00942 BRØDRENE DAHL AS,100,20,"Steel pipe 139,7x5mm/3m"
76000021,"Steel pipe 168,3x5mm/3m",Drilling equipment,Warehouse,PC,VEN00942 BRØDRENE DAHL AS,100,20,"Steel pipe 168,3x5mm/3m"
77000010,Submersible pump 230V,Drilling equipment,Warehouse,PC,VEN02022 Malmbergs Elektriske AS,100,20,Submersible pump 230V
77000021,Submersible pump 16A 400V,Drilling equipment,Warehouse,PC,VEN02022 Malmbergs Elektriske AS,100,20,Submersible pump 16A 400V
77000031,Submersible pump 32A 400V,Drilling equipment,Warehouse,PC,VEN02022 Malmbergs Elektriske AS,100,20,Submersible pump 32A 400V
78005010,"Water hose coupling 2"" male",Drilling equipment,Warehouse,PC,VEN01623 Swe-Finn Trading Company AB,100,20,"Water hose coupling 2"" male"
78005020,"Water hose coupling 2"" female",Drilling equipment,Warehouse,PC,VEN00982 Hydroscand AS,100,20,"Water hose coupling 2"" female"
78005030,"Water hose coupling 2"" clamp",Drilling equipment,Warehouse,Meter,VEN00982 Hydroscand AS,100,20,"Water hose coupling 2"" clamp"
70005000,"Water hose 2""",Drilling equipment,Warehouse,Meter,VEN00982 Hydroscand AS,100,20,"Water hose 2"""
70006001,"Welding rod 2,5x350mm",Drilling equipment,Warehouse,Kilogram,VEN01063 Steel Tooling Jakobstad AB Oy,100,20,"Welding rod 2,5x350mm"
70006002,"Welding rod 3,2x450mm",Drilling equipment,Warehouse,Kilogram,VEN01063 Steel Tooling Jakobstad AB Oy,100,20,"Welding rod 3,2x450mm"
81000100,Adblue,Fuel,Warehouse,Liter,VEN00958 CIRCLE K NORGE AS,100,20,Adblue
81000200,Diesel,Fuel,Warehouse,Liter,VEN00958 CIRCLE K NORGE AS,100,20,Diesel
81000400,"Diesel, with reduced tax",Fuel,Warehouse,Liter,VEN00958 CIRCLE K NORGE AS,100,20,"Diesel, with reduced tax"
82000100,Ethanol,Geothermal fluid,Warehouse,Liter,,100,20,Ethanol
82000200,Glycol-based geothermal fluid,Geothermal fluid,Warehouse,Liter,,100,20,Glycol-based geothermal fluid
82000300,Kilfrost,Geothermal fluid,Warehouse,Liter,,100,20,Kilfrost
83000110,Compressor screw oil Paroil S,Other liquid,Warehouse,Liter,VEN01103 Atlas Copco Power Technique Nordic,100,20,Compressor screw oil Paroil S
83000210,Coolant concentrate green,Other liquid,Warehouse,Liter,VEN01103 Atlas Copco Power Technique Nordic,100,20,Coolant concentrate green
83000220,Coolant concentrate red,Other liquid,Warehouse,Liter,VEN00954 FUCHS LUBRICANTS NORWAY AS,100,20,Coolant concentrate red
83000310,Gear box oil 80w-90,Other liquid,Warehouse,Liter,VEN00954 FUCHS LUBRICANTS NORWAY AS,100,20,Gear box oil 80w-90
83000410,Hydraulic oil 46,Other liquid,Warehouse,Liter,VEN00954 FUCHS LUBRICANTS NORWAY AS,100,20,Hydraulic oil 46
83000510,Motor oil 10w-40,Other liquid,Warehouse,Liter,VEN00954 FUCHS LUBRICANTS NORWAY AS,100,20,Motor oil 10w-40
83000520,Motor oil 5w-30,Other liquid,Warehouse,Liter,VEN00954 FUCHS LUBRICANTS NORWAY AS,100,20,Motor oil 5w-30
83000600,Window washer fluid,Other liquid,Warehouse,Liter,VEN02922 Driv energi AS,100,20,Window washer fluid
,,,,,,,20,
